session,trigger,anchorObservation,anchorCheckpoint,anchorAt,horizonMinutes,endAt,profile,feePpm,cooldown,strategy,maxExposurePpm,activeSeconds,outsideSeconds,recenters,trims,attempted,exited,unavailable,rejected,actions,net_USDG,alpha_USDG,newGas_USDG,feesAfterAnchor_USDG,maxDrawdown_USDG,delta_USDG
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,0,guard60,527300,1844,0,0,0,False,,,,,998.881377,-0.870889,1.124903,0.574325,0.051549,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,0,exit_early,527300,62,0,0,0,True,early_inventory_exit,,,exit@1834,997.772765,-1.979501,1.124903,0.035658,1.3706,-1.108612
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,0,recenter60,527300,1844,0,0,0,True,,,Frozen mint minimum unavailable,,998.881377,-0.870889,1.124903,0.574325,0.051549,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,0,trim25,527300,1844,0,0,0,True,,,Frozen trim funding unavailable,,998.881377,-0.870889,1.124903,0.574325,0.051549,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,0,hold80,527300,1844,0,0,0,False,,,,,998.881377,-0.870889,1.124903,0.574325,0.051549,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,1000000,600,recenter60,527300,1844,0,0,0,False,,,,,998.881377,-0.870889,1.124903,0.574325,0.051549,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,0,guard60,527300,1844,0,0,0,False,,,,,998.594185,-1.158081,1.124903,0.287156,0.086841,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,0,exit_early,527300,62,0,0,0,True,early_inventory_exit,,,exit@1834,997.754938,-1.997328,1.124903,0.017829,1.370597,-0.839247
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,0,recenter60,527300,1844,0,0,0,True,,,Frozen mint minimum unavailable,,998.594185,-1.158081,1.124903,0.287156,0.086841,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,0,trim25,527300,1844,0,0,0,True,,,Frozen trim funding unavailable,,998.594185,-1.158081,1.124903,0.287156,0.086841,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,0,hold80,527300,1844,0,0,0,False,,,,,998.594185,-1.158081,1.124903,0.287156,0.086841,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,30,2026-09-08T09:33:19.000Z,source_block_54,500000,600,recenter60,527300,1844,0,0,0,False,,,,,998.594185,-1.158081,1.124903,0.287156,0.086841,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,0,guard60,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,1000.057712,-0.229044,0.333297,0.676909,0.335247,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,0,exit_early,526882,62,0,0,0,True,early_inventory_exit,,,exit@1834,998.564371,-1.722385,0.333297,0.035658,0.578994,-1.493341
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,0,recenter60,526882,4731,2581,0,0,True,historical_guard,,Frozen mint minimum unavailable,exit@1908,1000.057712,-0.229044,0.333297,0.676909,0.335247,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,0,trim25,526882,4731,2581,0,0,True,historical_guard,,Frozen trim funding unavailable,exit@1908,1000.057712,-0.229044,0.333297,0.676909,0.335247,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,0,hold80,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,1000.057712,-0.229044,0.333297,0.676909,0.335247,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,1000000,600,recenter60,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,1000.057712,-0.229044,0.333297,0.676909,0.335247,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,0,guard60,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,999.718826,-0.56793,0.333297,0.338446,0.335186,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,0,exit_early,526882,62,0,0,0,True,early_inventory_exit,,,exit@1834,998.546544,-1.740212,0.333297,0.017829,0.578991,-1.172282
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,0,recenter60,526882,4731,2581,0,0,True,historical_guard,,Frozen mint minimum unavailable,exit@1908,999.718826,-0.56793,0.333297,0.338446,0.335186,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,0,trim25,526882,4731,2581,0,0,True,historical_guard,,Frozen trim funding unavailable,exit@1908,999.718826,-0.56793,0.333297,0.338446,0.335186,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,0,hold80,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,999.718826,-0.56793,0.333297,0.338446,0.335186,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,frozen_session6,500000,600,recenter60,526882,4731,2581,0,0,False,historical_guard,,,exit@1908,999.718826,-0.56793,0.333297,0.338446,0.335186,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,0,guard60,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,999.266106,-1.02065,1.124903,0.676909,1.126853,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,0,exit_early,527300,62,0,0,0,True,early_inventory_exit,,,exit@1834,997.772765,-2.513991,1.124903,0.035658,1.3706,-1.493341
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,0,recenter60,527300,4731,2581,0,0,True,historical_guard,,Frozen mint minimum unavailable,exit@1908,999.266106,-1.02065,1.124903,0.676909,1.126853,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,0,trim25,527300,4731,2581,0,0,True,historical_guard,,Frozen trim funding unavailable,exit@1908,999.266106,-1.02065,1.124903,0.676909,1.126853,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,0,hold80,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,999.266106,-1.02065,1.124903,0.676909,1.126853,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,1000000,600,recenter60,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,999.266106,-1.02065,1.124903,0.676909,1.126853,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,0,guard60,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,998.92722,-1.359536,1.124903,0.338446,1.126792,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,0,exit_early,527300,62,0,0,0,True,early_inventory_exit,,,exit@1834,997.754938,-2.531818,1.124903,0.017829,1.370597,-1.172282
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,0,recenter60,527300,4731,2581,0,0,True,historical_guard,,Frozen mint minimum unavailable,exit@1908,998.92722,-1.359536,1.124903,0.338446,1.126792,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,0,trim25,527300,4731,2581,0,0,True,historical_guard,,Frozen trim funding unavailable,exit@1908,998.92722,-1.359536,1.124903,0.338446,1.126792,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,0,hold80,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,998.92722,-1.359536,1.124903,0.338446,1.126792,0.0
5,500000,206,1833,2026-09-08T09:03:02.081Z,120,2026-09-08T11:03:26.000Z,source_block_54,500000,600,recenter60,527300,4731,2581,0,0,False,historical_guard,,,exit@1908,998.92722,-1.359536,1.124903,0.338446,1.126792,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.391051,1.056634,0.333297,0.011646,0.619743,0.36134
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,hold80,653094,1846,1478,0,0,False,,,,,988.632614,-0.701803,0.333297,0.091271,1.911104,-1.397097
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.385228,1.050811,0.333297,0.005823,0.619743,0.384972
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,hold80,653094,1846,1478,0,0,False,,,,,988.587058,-0.747359,0.333297,0.045634,1.950843,-1.413198
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,guard60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,exit_early,599095,61,0,0,0,True,early_inventory_exit,,,exit@2225,989.599445,0.265028,1.124903,0.011646,1.411349,0.36134
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,recenter60,653616,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,trim25,653616,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,hold80,653616,1846,1478,0,0,False,,,,,987.841008,-1.493409,1.124903,0.091271,1.911104,-1.397097
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,600,recenter60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,0,guard60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.20865,-0.125767,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,0,exit_early,599095,61,0,0,0,True,early_inventory_exit,,,exit@2225,989.593622,0.259205,1.124903,0.005823,1.411349,0.384972
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,0,recenter60,653616,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,989.20865,-0.125767,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,0,trim25,653616,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,989.20865,-0.125767,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,0,hold80,653616,1846,1478,0,0,False,,,,,987.795452,-1.538965,1.124903,0.045634,1.950843,-1.413198
10,500000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,500000,600,recenter60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.20865,-0.125767,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,1.020254,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.391051,1.381594,0.333297,0.011646,0.619743,0.36134
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.029711,1.020254,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.029711,1.020254,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,0,hold80,653094,7254,6886,0,0,False,,,,,988.278246,-0.731211,0.333297,0.091271,2.727998,-1.751465
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,1000000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,1.020254,0.333297,0.058937,0.981083,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.990799,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.385228,1.375771,0.333297,0.005823,0.619743,0.384972
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.000256,0.990799,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.000256,0.990799,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,0,hold80,653094,7254,6886,0,0,False,,,,,988.232705,-0.776752,0.333297,0.045634,2.767702,-1.767551
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,frozen_session6,500000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.990799,0.333297,0.029467,1.004715,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,0,guard60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.238105,0.228648,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,0,exit_early,599095,61,0,0,0,True,early_inventory_exit,,,exit@2225,989.599445,0.589988,1.124903,0.011646,1.411349,0.36134
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,0,recenter60,653616,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,989.238105,0.228648,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,0,trim25,653616,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,989.238105,0.228648,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,0,hold80,653616,7254,6886,0,0,False,,,,,987.48664,-1.522817,1.124903,0.091271,2.727998,-1.751465
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,1000000,600,recenter60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.238105,0.228648,1.124903,0.058937,1.772689,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,0,guard60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.20865,0.199193,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,0,exit_early,599095,61,0,0,0,True,early_inventory_exit,,,exit@2225,989.593622,0.584165,1.124903,0.005823,1.411349,0.384972
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,0,recenter60,653616,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,989.20865,0.199193,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,0,trim25,653616,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,989.20865,0.199193,1.124903,0.029467,1.796321,0.0
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,0,hold80,653616,7254,6886,0,0,False,,,,,987.441099,-1.568358,1.124903,0.045634,2.767702,-1.767551
10,500000,455,2224,2026-09-08T15:47:39.860Z,120,2026-09-08T17:48:02.000Z,source_block_54,500000,600,recenter60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.20865,0.199193,1.124903,0.029467,1.796321,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.391051,1.056634,0.333297,0.011646,0.619743,0.36134
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,0,hold80,653094,1846,1478,0,0,False,,,,,988.632614,-0.701803,0.333297,0.091271,1.911104,-1.397097
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,1000000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.029711,0.695294,0.333297,0.058937,0.981083,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,guard60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,exit_early,598616,61,0,0,0,True,early_inventory_exit,,,exit@2225,990.385228,1.050811,0.333297,0.005823,0.619743,0.384972
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,recenter60,653094,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,trim25,653094,184,0,0,0,True,inventory_cap,,Frozen trim funding unavailable,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,0,hold80,653094,1846,1478,0,0,False,,,,,988.587058,-0.747359,0.333297,0.045634,1.950843,-1.413198
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,frozen_session6,500000,600,recenter60,653094,184,0,0,0,False,inventory_cap,,,exit@2227,990.000256,0.665839,0.333297,0.029467,1.004715,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,guard60,653616,184,0,0,0,False,inventory_cap,,,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,exit_early,599095,61,0,0,0,True,early_inventory_exit,,,exit@2225,989.599445,0.265028,1.124903,0.011646,1.411349,0.36134
10,550000,455,2224,2026-09-08T15:47:39.860Z,30,2026-09-08T16:17:54.000Z,source_block_54,1000000,0,recenter60,653616,184,0,0,0,True,inventory_cap,,Frozen mint minimum unavailable,exit@2227,989.238105,-0.096312,1.124903,0.058937,1.772689,0.0
